ah,aw,ifs,fs,ofs,dfw,total_cycles,avg_mapping_eff
5,10,1,2,2,is,253762,43.255029108822136
10,3,4,4,3,is,97570,55.84177040110668
8,7,2,4,1,ws,29461,76.66666666666666
5,5,1,3,4,os,55644,43.93969656640958
6,5,3,4,3,is,77787,49.291084156136044
6,7,3,1,2,ws,41911,74.50037792894936
10,7,3,4,1,ws,24067,73.25714285714284
3,8,1,2,2,is,242795,47.094227168902634
8,8,4,2,3,ws,23011,79.375
7,6,4,2,4,is,60369,48.247701846990566
10,6,2,1,2,os,50999,36.36655222172475
4,9,1,1,4,is,165465,45.88583259390712
3,7,3,2,2,is,89621,48.07661063596921
10,10,2,4,1,os,35838,29.788338557993676
7,10,3,1,2,ws,29952,79.64625850340137
10,8,4,4,2,os,21549,34.98542319749216
6,10,2,1,3,os,66085,33.977869986168926
4,8,3,2,1,ws,39175,81.78571428571429
7,4,4,3,4,ws,39233,92.08390022675738
7,10,3,3,2,ws,23635,79.64625850340137
4,5,3,2,1,os,64288,47.000000000000206
8,5,1,3,4,is,252189,48.80178333776948
9,4,3,1,3,ws,35250,93.40388007054673
6,10,1,4,1,is,253298,43.24442056028262
7,6,2,4,1,os,87628,38.806315550511876
5,6,2,4,3,is,76724,47.55145841424279
3,7,1,2,3,is,256081,48.07661063596921
9,10,2,4,4,os,32684,30.611456176673517
5,5,4,4,2,is,85657,49.44564101689985
8,7,1,4,1,ws,30258,76.66666666666666
6,7,3,4,4,ws,36646,74.50037792894936
4,7,2,4,2,os,86524,39.761904761905086
8,6,4,2,2,os,30427,37.863685316016664
8,9,2,4,1,is,46551,43.483436853002075
6,6,4,3,1,os,37710,40.37223649256826
9,7,4,2,4,is,48230,47.70967598332034
8,10,3,2,2,ws,22290,81.5
7,5,4,1,3,os,40961,40.27305698721078
3,7,3,2,2,os,69341,44.1059079233352
5,6,3,1,4,os,43796,42.200639652542506
8,3,3,1,4,ws,60096,84.75308641975309
4,10,4,3,2,os,42474,39.00000000000021
10,4,2,2,3,os,66386,45.22027168234065
5,3,2,1,2,ws,86124,83.96801070364288
10,8,3,1,4,is,58664,43.91612990163044
6,4,2,4,4,is,94047,52.2063492063492
4,4,1,2,3,is,235526,54.28571428571429
3,6,3,1,1,os,68007,49.65795077828307
7,8,1,4,3,os,39062,37.27901120361805
7,9,4,2,1,is,45478,45.075552926484576
4,8,3,1,4,ws,44288,81.78571428571429
4,5,1,4,1,is,254078,51.21082930909925
3,9,4,2,3,is,76926,46.502878644585564
5,4,1,3,3,ws,53679,92.8144499178982
8,8,1,1,2,ws,29959,79.375
9,7,4,1,1,os,28693,32.43419106773139
10,5,4,1,3,ws,34548,85.76
6,9,1,4,1,is,164312,44.25182117935741
8,7,2,1,2,ws,35256,76.66666666666666
6,3,3,4,4,os,81696,40.48981438792386
7,7,3,4,4,ws,30994,75.05021056041463
7,4,4,4,3,ws,39233,92.08390022675738
5,3,1,3,2,ws,82905,83.96801070364288
5,3,1,4,4,ws,82905,83.96801070364288
3,8,4,3,2,is,82551,47.094227168902634
9,9,3,2,2,ws,19333,73.61943954536545
9,6,2,2,2,ws,24949,83.668430335097
8,3,4,1,3,os,57016,37.951868737533445
4,8,3,4,2,os,41213,43.125
7,4,3,4,1,ws,39233,92.08390022675738
10,3,3,1,2,os,62454,36.43709895893818
3,4,2,4,3,ws,78553,95.81369248035915
4,3,4,3,4,os,98574,45.21604938271575
8,7,1,2,2,is,250787,45.08424738998285
7,9,4,3,1,os,26393,33.600491692205644
8,4,1,1,2,ws,42335,93.54166666666667
6,4,3,4,1,is,92057,52.2063492063492
3,3,3,2,4,os,126443,49.8931065689946
3,8,2,2,2,ws,50066,81.6470258136925
8,5,2,4,1,os,68006,39.260679153753095
6,4,2,4,1,ws,46267,91.49206349206348
6,7,2,3,3,is,106673,45.75185066317613
4,5,4,1,2,is,93694,51.21082930909925
10,8,2,1,1,os,36276,34.98542319749216
3,5,2,4,4,is,117646,51.754025870750276
5,5,4,2,1,ws,52352,88.57536945812808
4,8,3,2,2,ws,39175,81.78571428571429
8,10,2,4,3,ws,22178,81.5
4,7,2,4,2,ws,49948,78.50340136054427
6,5,2,1,3,ws,49117,87.22539682539681
6,7,3,4,2,is,69998,45.75185066317613
8,6,3,1,4,os,46193,37.863685316016664
7,3,2,2,3,is,109602,57.64452724381605
3,6,4,1,2,ws,71426,86.00128266794937
6,9,1,4,4,ws,28657,71.69888860894153
7,7,1,3,2,ws,30994,75.05021056041463
7,9,4,2,4,is,45478,45.075552926484576
5,9,1,2,1,is,164759,44.27614764046542
3,7,4,3,1,is,89514,48.07661063596921
3,10,3,4,4,ws,49243,83.14702581369247
6,3,3,3,3,os,81696,40.48981438792386
5,7,4,4,1,is,67819,45.8246326250682
7,5,3,4,4,ws,37804,87.4829931972789
10,3,3,4,1,ws,47187,81.26913580246917
3,7,2,4,1,is,89514,48.07661063596921
3,3,3,3,1,is,161859,59.688012753941734
9,9,4,3,1,is,38833,46.21748502585862
10,3,4,4,2,is,97570,55.84177040110668
7,3,4,1,3,is,106805,57.64452724381605
3,10,2,2,2,os,54934,43.97786998616895
9,7,4,3,1,is,48230,47.70967598332034
9,5,3,1,2,is,62534,51.24031735704168
5,7,4,1,3,ws,47991,75.81233872859491
8,5,3,1,4,ws,41175,89.5
7,7,3,1,3,os,51689,33.923391949029536
9,9,4,3,1,ws,19333,73.61943954536545
4,4,3,3,2,ws,62081,95.95238095238096
10,9,2,3,2,ws,18902,70.49453262786595
3,5,4,3,1,ws,77327,91.14702581369247
9,7,2,1,4,ws,30493,76.01578903166204
5,10,4,2,2,ws,32625,80.63054187192118
9,4,2,2,1,ws,31471,93.40388007054673
7,5,3,2,1,is,72139,50.080112406953795
3,5,1,1,4,is,254784,51.754025870750276
4,9,3,3,1,ws,39217,75.94356261022925
4,7,2,1,4,is,115739,47.48664313088785
8,8,2,2,4,os,37896,36.38530016170328
6,5,4,4,3,is,77390,49.291084156136044
4,7,2,2,3,os,86524,39.761904761905086
8,10,3,3,2,is,47359,42.44153605015673
9,5,3,3,4,os,35389,38.611456176673535
9,6,1,1,2,ws,30287,83.668430335097
6,4,3,4,4,ws,46267,91.49206349206348
3,10,4,4,2,os,54934,43.97786998616895
4,5,1,2,2,is,254078,51.21082930909925
9,6,4,1,3,is,52749,49.4020846902359
10,9,1,1,2,ws,25435,70.49453262786595
9,6,2,4,1,ws,24949,83.668430335097
9,7,3,1,1,ws,30351,76.01578903166204
6,8,2,4,1,is,103206,44.80954840724413
7,6,4,2,3,is,60369,48.247701846990566
10,6,4,3,4,ws,24427,80.70476190476191
7,9,1,4,3,is,165971,45.075552926484576
6,4,4,1,1,os,45767,49.41678192715536
7,8,1,4,1,ws,24517,78.31972789115646
9,9,4,4,2,os,22294,32.151079075394634
5,9,1,2,3,is,164759,44.27614764046542
3,6,4,1,2,is,97977,49.83017511832632
5,5,3,2,4,ws,52352,88.57536945812808
8,6,4,2,3,ws,29761,84.04761904761907
8,5,3,1,3,is,76496,48.80178333776948
4,10,2,2,1,is,72822,44.842274966412944
5,8,3,1,3,ws,38999,78.71674876847291
6,3,4,3,4,ws,71109,82.60591808739953
10,10,2,1,2,is,57268,42.376426332288325
5,4,3,4,2,is,101511,52.43349753694592
5,7,4,1,2,os,44468,37.09714691306419
6,9,2,1,4,is,52562,44.25182117935741
10,3,4,1,3,is,97570,55.84177040110668
3,7,2,2,2,ws,63736,78.23526267970719
4,7,1,1,2,is,252886,47.48664313088785
3,9,3,3,1,os,54193,43.2793499552379
4,3,4,3,3,ws,96357,86.89594356261023
5,4,4,2,1,os,52885,51.257954041345045
7,8,3,2,1,ws,24517,78.31972789115646
10,4,2,3,2,is,108058,51.20000000000012
6,3,4,1,1,ws,76287,82.60591808739953
4,7,3,3,2,is,80199,47.48664313088785
6,8,2,4,3,is,103206,44.80954840724413
10,9,3,4,3,is,42291,43.36011042097992
8,9,3,1,4,ws,29298,73.80070546737214
3,3,3,1,3,ws,122421,86.68537224092783
7,5,2,2,1,os,115433,40.27305698721078
6,10,1,4,3,os,85750,33.977869986168926
8,9,4,2,2,ws,22921,73.80070546737214
4,4,1,3,3,os,63515,54.16666666666667
4,5,3,1,4,os,64288,47.000000000000206
6,6,2,4,1,os,94527,40.37223649256826
3,10,4,4,4,os,54934,43.97786998616895
3,10,4,2,3,os,54934,43.97786998616895
9,5,1,3,2,ws,29871,88.57848324514991
8,3,1,4,1,is,204570,56.851659751037346
9,8,2,1,4,is,93190,46.77315934783481
4,6,4,1,4,is,82371,49.25903971547125
10,7,2,4,2,ws,24067,73.25714285714284
9,9,1,3,1,ws,19333,73.61943954536545
3,4,4,4,2,ws,78553,95.81369248035915
9,10,4,3,4,ws,18573,80.57848324514991
5,5,4,1,1,is,85657,49.44564101689985
7,3,2,4,4,ws,60241,83.18468127991937
4,6,2,1,4,is,83633,49.25903971547125
9,7,4,3,2,os,28693,32.43419106773139
8,7,3,3,2,ws,29551,76.66666666666666
5,10,3,4,2,ws,32625,80.63054187192118
7,10,3,3,4,os,36585,32.394637534323124
4,9,1,3,3,ws,39217,75.94356261022925
4,8,4,3,2,ws,39175,81.78571428571429
5,3,1,3,2,is,208944,57.26574412852868
3,10,3,2,3,ws,49243,83.14702581369247
9,4,2,3,3,ws,31471,93.40388007054673
9,7,4,1,4,ws,30351,76.01578903166204
4,3,2,3,4,os,182508,45.21604938271575
9,5,3,4,2,is,62534,51.24031735704168
8,4,1,4,3,ws,38418,93.54166666666667
9,5,4,3,1,is,60181,51.24031735704168
8,8,4,3,1,is,49003,44.08448153887616
10,7,1,3,1,ws,24067,73.25714285714284
7,4,4,3,2,is,82803,52.97278911564638
3,4,3,3,2,os,81448,58.86122637159981
10,3,4,3,1,ws,47187,81.26913580246917
7,9,3,2,3,ws,24438,72.63290501385741
6,10,4,4,2,os,29919,33.977869986168926
10,6,3,4,4,ws,24427,80.70476190476191
3,5,4,4,4,os,82743,51.97786998616893
4,3,1,1,3,os,98344,45.21604938271575
4,4,3,1,4,os,63515,54.16666666666667
8,6,1,1,4,is,179773,46.851659751037346
7,3,3,1,1,ws,62207,83.18468127991937
5,8,2,3,1,is,107629,44.85583914108737
3,3,1,2,2,is,203995,59.688012753941734
6,6,3,1,1,ws,41798,81.97883597883599
4,8,1,4,2,os,41213,43.125
10,9,4,2,3,os,21519,31.42266894450797
9,4,1,3,1,ws,31299,93.40388007054673
9,5,3,2,4,os,35389,38.611456176673535
4,8,1,1,1,is,248825,46.48853639286195
4,8,3,3,1,is,76020,46.48853639286195
6,10,4,2,1,is,53569,43.24442056028262
4,7,3,1,1,os,53728,39.761904761905086
10,4,1,4,2,ws,30965,89.86666666666667
6,10,3,2,1,ws,27847,79.22539682539683
3,9,3,4,4,ws,50195,75.74474907808242
9,3,2,2,3,os,92331,37.31862757627668
10,9,1,3,3,is,165230,43.36011042097992
4,7,4,2,1,is,75890,47.48664313088785
9,6,2,1,2,os,46161,37.24024231270621
4,3,3,3,3,os,98344,45.21604938271575
8,9,1,4,3,is,163488,43.483436853002075
5,3,3,1,1,ws,86124,83.96801070364288
4,8,1,2,2,os,41213,43.125
4,3,1,1,4,is,206409,59.259039715471246
7,8,4,3,3,ws,24517,78.31972789115646
5,4,4,4,4,ws,53679,92.8144499178982
4,6,4,4,2,os,52961,45.039682539682275
4,9,1,2,2,ws,39217,75.94356261022925
9,8,1,4,2,is,239198,46.77315934783481
4,5,1,2,3,is,254078,51.21082930909925
3,9,4,4,3,ws,50195,75.74474907808242
9,7,2,3,2,os,45960,32.43419106773139
8,8,1,1,1,ws,29959,79.375
9,7,1,4,4,is,252386,47.70967598332034
9,10,3,3,4,ws,18573,80.57848324514991
6,10,3,4,2,is,51139,43.24442056028262
8,9,2,2,3,ws,22921,73.80070546737214
9,4,3,2,2,ws,31299,93.40388007054673
8,5,1,3,3,ws,37056,89.5
9,5,1,2,2,is,251245,51.24031735704168
9,7,4,2,3,ws,24462,76.01578903166204
7,5,3,2,3,is,72139,50.080112406953795
7,5,2,4,3,os,115433,40.27305698721078
6,9,3,3,1,is,51539,44.25182117935741
9,3,2,1,3,os,92331,37.31862757627668
10,9,4,2,4,os,21519,31.42266894450797
7,8,2,3,1,ws,24517,78.31972789115646
6,7,2,1,1,ws,41911,74.50037792894936
10,3,3,1,4,ws,49798,81.26913580246917
4,9,4,3,3,ws,39217,75.94356261022925
6,4,1,1,3,ws,49612,91.49206349206348
8,9,2,4,4,ws,22921,73.80070546737214
7,8,1,1,4,ws,30361,78.31972789115646
4,9,4,3,1,ws,39217,75.94356261022925
5,5,1,4,2,ws,52352,88.57536945812808
3,4,1,1,1,os,81448,58.86122637159981
9,3,4,3,2,ws,47785,84.29551244366061
9,4,4,2,3,is,72167,54.144620811287474
10,3,3,1,4,is,95901,55.84177040110668
3,3,4,4,4,is,161859,59.688012753941734
6,10,2,2,3,is,65296,43.24442056028262
4,10,2,1,1,is,72822,44.842274966412944
4,4,1,4,2,os,63515,54.16666666666667
10,3,3,2,2,is,95901,55.84177040110668
10,6,2,2,4,os,50999,36.36655222172475
3,10,2,4,4,is,73269,45.46830759704331
9,4,3,4,2,ws,31299,93.40388007054673
5,7,1,2,4,os,46687,37.09714691306419
7,6,3,2,3,is,60369,48.247701846990566
7,5,3,3,2,os,66694,40.27305698721078
3,4,4,2,3,ws,78553,95.81369248035915
7,10,3,2,3,ws,23635,79.64625850340137
3,7,3,4,2,os,69341,44.1059079233352
10,7,4,4,1,os,29078,31.633915509777523
7,7,2,3,2,ws,30994,75.05021056041463
4,3,2,2,1,os,182508,45.21604938271575
4,5,1,3,1,is,254078,51.21082930909925
3,7,2,2,1,ws,63736,78.23526267970719
6,9,1,1,3,os,86021,34.96071385882352
5,6,4,1,4,ws,47861,83.32301196340605
7,10,1,2,1,is,251679,44.07962808948025
5,9,2,2,4,is,58589,44.27614764046542
5,9,1,4,2,os,36762,36.60937659461297
3,4,2,4,4,os,90766,58.86122637159981
9,5,3,1,3,os,35389,38.611456176673535
3,5,2,2,1,os,90139,51.97786998616893
6,10,1,2,1,os,85750,33.977869986168926
10,5,3,4,1,ws,29524,85.76
9,5,3,1,1,os,35389,38.611456176673535
3,8,3,3,3,ws,50066,81.6470258136925
9,6,1,2,4,os,57323,37.24024231270621
8,6,2,1,2,is,69930,46.851659751037346
8,7,4,3,2,os,30752,33.03281870624542
6,5,1,1,1,ws,49117,87.22539682539681
4,6,3,4,2,ws,50103,86.19047619047618
6,8,2,1,3,is,103206,44.80954840724413
10,6,2,1,1,is,63883,46.508437067773166
10,10,2,3,2,is,57268,42.376426332288325
9,9,2,4,1,os,32998,32.151079075394634
6,3,4,2,2,is,118135,56.91690267623877
10,9,4,2,3,ws,18932,70.49453262786595
3,10,4,4,1,is,73717,45.46830759704331
5,10,1,4,4,os,37025,35.964311951024975
3,9,3,4,1,ws,50195,75.74474907808242
10,9,1,4,4,is,165230,43.36011042097992
3,3,2,4,3,ws,122421,86.68537224092783
7,9,4,2,3,ws,24438,72.63290501385741
7,8,3,1,1,ws,30361,78.31972789115646
9,10,4,4,3,ws,18573,80.57848324514991
4,5,1,4,4,ws,60811,91.42857142857143
5,6,4,4,1,os,43764,42.200639652542506
5,7,2,3,1,is,111476,45.8246326250682
3,4,1,1,4,ws,84528,95.81369248035915
10,8,3,4,1,ws,19033,76.1
6,7,4,4,4,is,62216,45.75185066317613
7,8,4,2,3,os,26045,37.27901120361805
5,5,2,3,3,os,60709,43.93969656640958
3,9,4,3,3,is,76926,46.502878644585564
10,5,3,2,3,ws,29524,85.76
3,7,3,1,2,is,89621,48.07661063596921
6,3,3,3,2,os,81696,40.48981438792386
4,4,4,4,3,is,110441,54.28571428571429
6,7,3,1,4,os,40557,35.375749193176745
10,8,2,4,3,os,36254,34.98542319749216
7,8,1,3,1,is,246689,45.6329697759713
4,9,1,3,4,ws,39217,75.94356261022925
6,7,1,4,3,os,119672,35.375749193176745
9,10,4,1,2,os,22272,30.611456176673517
8,8,2,2,1,ws,23011,79.375
3,9,3,1,2,os,54193,43.2793499552379
5,5,4,1,3,os,53343,43.93969656640958
3,5,2,4,2,ws,77327,91.14702581369247
4,5,4,4,4,ws,60811,91.42857142857143
8,3,3,1,1,ws,60096,84.75308641975309
6,5,3,4,1,is,77787,49.291084156136044
4,10,2,2,2,is,72822,44.842274966412944
10,8,1,2,1,is,250880,43.91612990163044
3,4,3,3,2,is,129771,54.786756453423116
10,7,1,4,2,os,129097,31.633915509777523
5,10,2,3,4,is,69218,43.255029108822136
6,5,1,3,1,ws,44863,87.22539682539681
5,9,3,3,1,os,34625,36.60937659461297
4,3,2,4,3,os,182508,45.21604938271575
5,9,2,1,2,os,35544,36.60937659461297
7,5,1,2,4,os,68279,40.27305698721078
4,9,4,1,3,os,42025,39.144620811287666
4,10,2,2,3,os,58181,39.00000000000021
10,3,1,4,3,is,207472,55.84177040110668
7,4,2,1,3,is,108923,52.97278911564638
7,3,4,3,3,is,106805,57.64452724381605
3,6,2,1,2,is,98951,49.83017511832632
9,10,4,1,1,ws,25263,80.57848324514991
9,9,4,2,1,is,38833,46.21748502585862
5,5,3,3,3,ws,52352,88.57536945812808
8,5,4,2,2,ws,36257,89.5
8,3,2,4,2,os,105480,37.951868737533445
8,10,1,4,4,is,252466,42.44153605015673
8,5,1,1,1,ws,41878,89.5
9,9,2,1,2,os,32998,32.151079075394634
7,7,2,2,3,is,101206,46.567676151999095
4,4,1,1,1,ws,68955,95.95238095238096
5,8,4,3,2,os,34091,40.45538993878094
3,6,4,2,4,ws,63799,86.00128266794937
7,3,1,2,2,ws,60241,83.18468127991937
10,8,3,2,4,ws,19033,76.1
9,7,4,4,3,is,48230,47.70967598332034
10,6,2,1,3,os,50999,36.36655222172475
10,7,2,2,1,ws,24067,73.25714285714284
4,10,3,1,4,os,42377,39.00000000000021
7,8,2,3,4,ws,24517,78.31972789115646
5,8,2,4,4,is,107629,44.85583914108737
3,9,3,2,1,ws,50195,75.74474907808242
3,8,2,1,3,ws,54424,81.6470258136925
9,3,2,3,2,is,92402,58.83183189776089
4,4,2,4,1,os,114530,54.16666666666667
7,10,4,4,3,is,53611,44.07962808948025
3,7,4,4,3,ws,63736,78.23526267970719
6,7,4,2,3,ws,36646,74.50037792894936
4,7,3,3,1,os,53728,39.761904761905086
3,6,2,4,4,os,69251,49.65795077828307
7,10,1,1,2,os,38614,32.394637534323124
9,4,4,1,2,os,34800,46.22728318380493
9,9,3,2,2,is,45453,46.21748502585862
6,9,3,3,1,os,30698,34.96071385882352
8,8,3,1,2,os,32121,36.38530016170328
7,8,3,2,3,is,62628,45.6329697759713
10,7,3,1,1,ws,30088,73.25714285714284
4,10,3,4,3,os,42377,39.00000000000021
7,5,2,3,1,ws,37804,87.4829931972789
4,7,1,1,4,ws,54715,78.50340136054427
8,10,1,2,2,os,47376,31.35824012936265
3,7,4,1,3,os,69341,44.1059079233352
7,7,4,3,1,ws,30994,75.05021056041463
6,5,4,2,1,is,77390,49.291084156136044
5,9,2,2,2,ws,33446,73.04628109225811
3,9,1,1,4,is,164549,46.502878644585564
9,7,1,1,4,os,57118,32.43419106773139
5,5,2,1,2,ws,56602,88.57536945812808
3,6,1,3,2,ws,63799,86.00128266794937
5,7,3,2,3,is,73523,45.8246326250682
8,5,4,1,1,is,69586,48.80178333776948
3,10,3,2,3,os,54934,43.97786998616895
5,10,1,1,4,os,37025,35.964311951024975
7,10,4,3,3,is,53611,44.07962808948025
5,7,2,3,3,ws,42808,75.81233872859491
5,8,1,3,3,is,246892,44.85583914108737
9,5,2,1,1,ws,34907,88.57848324514991
9,5,2,4,4,os,59242,38.611456176673535
3,7,2,4,3,os,69341,44.1059079233352
4,9,2,3,3,ws,39217,75.94356261022925
6,5,3,4,4,ws,44863,87.22539682539681
4,7,2,3,1,os,86524,39.761904761905086
5,3,1,4,4,is,208944,57.26574412852868
8,3,2,4,1,is,135100,56.851659751037346
6,9,2,2,2,ws,28657,71.69888860894153
3,7,4,2,2,os,69341,44.1059079233352
7,4,1,2,2,os,69052,47.72227361496557
9,9,3,3,3,os,22418,32.151079075394634
10,5,3,4,4,ws,29524,85.76
3,3,2,2,2,is,161859,59.688012753941734
4,8,1,1,1,os,41283,43.125
7,10,1,1,4,os,38614,32.394637534323124
8,3,3,4,3,is,106606,56.851659751037346
7,7,4,1,1,ws,36456,75.05021056041463
6,4,2,1,1,ws,49612,91.49206349206348
5,9,2,1,3,os,35544,36.60937659461297
8,4,3,1,3,ws,41634,93.54166666666667
5,3,2,2,1,ws,82905,83.96801070364288
6,8,1,1,3,is,240205,44.80954840724413
9,7,1,3,1,ws,24462,76.01578903166204
4,6,4,2,4,is,82371,49.25903971547125
9,7,3,3,3,ws,24462,76.01578903166204
6,8,2,3,2,os,66427,38.72233748271093
9,3,2,4,4,is,92402,58.83183189776089
9,8,2,2,2,os,33074,35.76432022084197
7,10,3,2,2,ws,23635,79.64625850340137
6,8,1,3,1,is,240205,44.80954840724413
7,9,1,4,3,ws,24438,72.63290501385741
8,4,3,3,4,ws,37717,93.54166666666667
10,4,3,2,3,is,76904,51.20000000000012
10,9,1,4,3,is,165230,43.36011042097992
7,9,1,2,3,is,165971,45.075552926484576
4,6,1,4,2,os,52788,45.039682539682275
10,8,1,1,4,os,92496,34.98542319749216
7,9,1,3,3,ws,24438,72.63290501385741
7,8,1,1,4,os,39108,37.27901120361805
4,10,2,3,1,os,58181,39.00000000000021
7,5,2,3,3,ws,37804,87.4829931972789
10,5,4,4,3,ws,29524,85.76
7,9,3,3,1,os,36882,33.600491692205644
3,6,4,4,4,os,68007,49.65795077828307
3,4,2,3,2,os,90766,58.86122637159981
5,5,3,1,2,os,53389,43.93969656640958
5,9,3,3,4,ws,33446,73.04628109225811
3,3,2,3,1,os,148653,49.8931065689946
6,8,3,2,2,os,30729,38.72233748271093
7,8,2,1,4,is,98115,45.6329697759713
10,7,4,2,4,is,49442,44.84609488568784
6,4,4,4,2,is,92057,52.2063492063492
7,7,2,2,2,os,87443,33.923391949029536
7,10,3,3,3,ws,23635,79.64625850340137
4,3,4,2,2,os,98574,45.21604938271575
7,5,3,3,3,is,72139,50.080112406953795
7,7,4,4,4,is,55761,46.567676151999095
6,7,2,1,4,is,106673,45.75185066317613
7,3,2,2,1,ws,60241,83.18468127991937
8,4,4,3,1,os,37204,46.784182275524415
6,3,2,3,2,ws,71109,82.60591808739953
10,7,1,4,3,ws,24067,73.25714285714284
3,8,1,4,2,ws,50066,81.6470258136925
3,5,2,3,3,ws,77327,91.14702581369247
4,9,4,2,1,ws,39217,75.94356261022925
5,10,4,1,4,os,34929,35.964311951024975
9,4,3,4,3,ws,31299,93.40388007054673
8,5,1,3,1,is,252189,48.80178333776948
3,6,2,2,2,ws,63799,86.00128266794937
7,10,3,1,1,is,46687,44.07962808948025
9,5,4,2,2,ws,29871,88.57848324514991
6,4,1,2,1,is,239981,52.2063492063492
3,5,4,3,1,is,110802,51.754025870750276
8,10,3,1,2,is,47359,42.44153605015673
7,6,3,2,4,is,60369,48.247701846990566
3,9,2,1,4,os,54193,43.2793499552379
4,5,3,2,3,os,64288,47.000000000000206
9,7,4,2,1,ws,24462,76.01578903166204
5,6,1,2,4,is,181038,47.55145841424279
4,10,4,1,2,is,60993,44.842274966412944
4,6,2,4,3,is,83633,49.25903971547125
8,5,1,2,4,ws,37056,89.5
4,5,1,1,1,os,64288,47.000000000000206
8,5,3,2,4,os,59580,39.260679153753095
9,7,2,1,4,is,55181,47.70967598332034
6,6,3,1,1,os,40665,40.37223649256826
5,3,3,4,2,ws,82905,83.96801070364288
9,9,2,1,3,os,32998,32.151079075394634
7,7,4,4,2,os,33994,33.923391949029536
3,4,3,4,1,ws,78553,95.81369248035915
6,6,1,4,4,is,180561,47.4460032053393
8,9,2,2,1,ws,22921,73.80070546737214
7,5,4,1,1,is,69423,50.080112406953795
3,7,2,1,3,os,69341,44.1059079233352
3,6,4,3,4,ws,63799,86.00128266794937
6,3,4,1,2,ws,76287,82.60591808739953
9,9,1,2,4,ws,19333,73.61943954536545
8,4,4,2,3,os,37204,46.784182275524415
6,7,4,4,2,is,62216,45.75185066317613
9,9,4,4,1,ws,19333,73.61943954536545
6,3,4,1,3,os,70508,40.48981438792386
8,6,2,2,1,is,69930,46.851659751037346
6,9,2,3,3,os,66372,34.96071385882352
5,4,3,1,1,ws,60870,92.8144499178982
4,10,4,4,2,ws,38353,83.42857142857142
6,4,2,4,4,ws,46267,91.49206349206348
6,10,3,2,4,os,30435,33.977869986168926
6,6,2,1,1,ws,41798,81.97883597883599
9,7,3,3,1,ws,24462,76.01578903166204
5,9,2,1,1,ws,39089,73.04628109225811
3,10,4,1,2,os,54934,43.97786998616895
6,5,3,1,2,ws,49117,87.22539682539681
4,10,3,1,2,is,61253,44.842274966412944
9,5,4,4,2,os,34648,38.611456176673535
4,7,3,1,2,is,80199,47.48664313088785
9,7,2,3,2,is,55181,47.70967598332034
8,7,1,2,1,is,250787,45.08424738998285
8,3,4,4,3,is,108242,56.851659751037346
4,6,2,3,3,os,86663,45.039682539682275
8,3,1,3,2,ws,58360,84.75308641975309
5,3,3,1,4,os,81772,42.341733126969274
9,3,1,4,2,os,112188,37.31862757627668
8,5,3,2,3,ws,36353,89.5
7,3,1,2,4,os,106969,38.90709660367362
8,9,3,3,3,is,45396,43.483436853002075
7,10,3,3,1,ws,23635,79.64625850340137
8,4,4,2,2,ws,37618,93.54166666666667
9,9,2,1,2,ws,25839,73.61943954536545
8,8,2,3,3,is,99120,44.08448153887616
3,6,3,1,2,os,68007,49.65795077828307
5,7,3,2,3,ws,42808,75.81233872859491
5,10,3,3,4,os,34929,35.964311951024975
8,7,1,2,1,os,66426,33.03281870624542
9,3,3,1,1,ws,55893,84.29551244366061
10,10,4,3,2,is,49981,42.376426332288325
4,7,3,1,1,is,80199,47.48664313088785
4,6,1,1,2,os,52788,45.039682539682275
6,6,3,1,4,os,40665,40.37223649256826
9,6,3,3,4,is,52067,49.4020846902359
10,4,2,2,4,os,66386,45.22027168234065
7,10,2,1,1,is,60880,44.07962808948025
3,6,4,2,4,os,68007,49.65795077828307
10,8,1,1,4,ws,25399,76.1
10,5,4,4,3,is,62085,48.328466329518264
9,3,1,2,1,os,112188,37.31862757627668
6,5,2,4,2,ws,44863,87.22539682539681
9,3,1,2,2,ws,47785,84.29551244366061
9,6,4,3,3,ws,24797,83.668430335097
9,6,2,3,3,ws,24949,83.668430335097
5,8,1,4,1,is,246892,44.85583914108737
6,10,1,3,1,ws,27847,79.22539682539683
8,4,4,1,1,ws,41535,93.54166666666667
5,9,2,1,4,os,35544,36.60937659461297
10,5,3,3,4,is,67817,48.328466329518264
8,5,4,2,3,is,69586,48.80178333776948
5,8,3,1,3,os,34153,40.45538993878094
8,3,1,1,3,ws,60795,84.75308641975309
6,4,4,2,1,is,92057,52.2063492063492
10,8,4,4,1,os,21549,34.98542319749216
5,7,3,3,1,is,73523,45.8246326250682
5,10,4,3,2,os,34929,35.964311951024975
5,7,3,3,1,os,44468,37.09714691306419
6,5,2,3,1,os,123121,41.977869986168955
6,10,4,1,3,is,53569,43.24442056028262
8,5,3,2,1,is,76496,48.80178333776948
10,7,3,4,1,is,58696,44.84609488568784
9,7,1,1,1,ws,30351,76.01578903166204
5,8,4,1,3,os,34153,40.45538993878094
10,6,2,3,1,os,50999,36.36655222172475
4,9,1,3,3,os,41909,39.144620811287666
3,8,3,4,3,os,53226,47.47233748271093
10,10,3,3,1,is,42991,42.376426332288325
6,3,2,4,3,os,189044,40.48981438792386
9,9,2,3,2,ws,19455,73.61943954536545
9,3,3,4,4,is,92402,58.83183189776089
7,5,1,4,4,os,68279,40.27305698721078
10,8,4,1,3,is,43275,43.91612990163044
